,location,month,year,tvm,pvm,pfvm,tvcm,pvcm,pfvcm,state,date_x
685,Nevada,6,2021,79.18,43.94,36.419999999999995,246.64999999999998,146.31,102.37,NV,20210601
687,Nevada,7,2021,86.19,47.7,39.97,332.84,194.01,142.34,NV,20210701
689,Nevada,8,2021,95.68,53.49,43.95000000000001,428.52,247.5,186.29000000000002,NV,20210801
690,Nevada,9,2021,92.71,51.359999999999985,42.70000000000001,521.23,298.86,228.99000000000004,NV,20210901
691,Nevada,10,2021,102.12,55.480000000000004,46.39000000000001,623.35,354.34000000000003,275.38000000000005,NV,20211001
692,Nevada,11,2021,94.90999999999998,49.9,41.38,718.26,404.24,316.76000000000005,NV,20211101
693,Nevada,12,2021,111.82999999999998,56.519999999999996,46.19999999999999,830.0899999999999,460.76,362.96000000000004,NV,20211201
676,Nevada,1,2022,116.71000000000001,57.34,46.139999999999986,946.8,518.1,409.1,NV,20220101
678,Nevada,2,2022,116.35999999999997,56.63000000000002,45.54000000000001,1063.1599999999999,574.73,454.64000000000004,NV,20220201
680,Nevada,3,2022,147.48999999999995,71.00999999999996,57.29000000000003,1210.6499999999999,645.74,511.93000000000006,NV,20220301
682,Nevada,4,2022,130.76999999999998,62.300000000000026,50.339999999999975,1341.4199999999998,708.0400000000001,562.27,NV,20220401
684,Nevada,5,2022,133.26999999999998,62.75999999999998,50.70000000000002,1474.6899999999998,770.8000000000001,612.97,NV,20220501
686,Nevada,6,2022,90.05000000000001,42.06000000000001,34.010000000000005,1564.7399999999998,812.8600000000001,646.98,NV,20220601
688,Nevada,7,2022,5.04,2.35,1.89,1569.7799999999997,815.2100000000002,648.87,NV,20220701
694,New Hampshire,1,2021,1.5,1.18,0.23,1.5,1.18,0.23,NH,20210101
696,New Hampshire,2,2021,5.799999999999999,4.140000000000001,1.730000000000001,7.299999999999999,5.32,1.960000000000001,NH,20210201
698,New Hampshire,3,2021,14.64,10.45,5.030000000000002,21.939999999999998,15.77,6.990000000000003,NH,20210301
700,New Hampshire,4,2021,13.06,9.36,4.48,35.0,25.13,11.470000000000002,NH,20210401
702,New Hampshire,5,2021,13.609999999999996,8.740000000000002,5.8100000000000005,48.61,33.870000000000005,17.28,NH,20210501
704,New Hampshire,6,2021,44.15999999999998,24.97,21.730000000000008,92.76999999999998,58.84,39.010000000000005,NH,20210601
706,New Hampshire,7,2021,47.040000000000006,25.99,23.439999999999987,139.81,84.83,62.44999999999999,NH,20210701
708,New Hampshire,8,2021,45.85,25.12,22.469999999999995,185.66,109.95,84.91999999999999,NH,20210801
709,New Hampshire,9,2021,48.22,26.070000000000004,23.139999999999993,233.88,136.02,108.05999999999997,NH,20210901
710,New Hampshire,10,2021,53.510000000000005,28.720000000000006,24.560000000000013,287.39,164.74,132.61999999999998,NH,20211001
711,New Hampshire,11,2021,46.22,25.289999999999992,19.889999999999997,333.61,190.03,152.50999999999996,NH,20211101
712,New Hampshire,12,2021,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20211201
695,New Hampshire,1,2022,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20220101
697,New Hampshire,2,2022,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20220201
699,New Hampshire,3,2022,4.6,2.36,1.82,338.21000000000004,192.39000000000001,154.32999999999996,NH,20220301
701,New Hampshire,4,2022,32.419999999999995,15.439999999999996,12.299999999999997,370.63000000000005,207.83,166.62999999999994,NH,20220401
703,New Hampshire,5,2022,69.60000000000001,32.52,25.960000000000004,440.2300000000001,240.35000000000002,192.58999999999995,NH,20220501
705,New Hampshire,6,2022,47.33,21.800000000000004,17.46,487.56000000000006,262.15000000000003,210.04999999999995,NH,20220601
707,New Hampshire,7,2022,2.67,1.22,0.97,490.2300000000001,263.37000000000006,211.01999999999995,NH,20220701
713,New Jersey,1,2021,8.260000000000002,7.180000000000001,1.04,8.260000000000002,7.180000000000001,1.04,NJ,20210101
715,New Jersey,2,2021,37.34,27.380000000000003,10.25,45.60000000000001,34.56,11.29,NJ,20210201
717,New Jersey,3,2021,99.38,68.42999999999999,35.65999999999999,144.98000000000002,102.99,46.94999999999999,NJ,20210301
719,New Jersey,4,2021,179.30000000000004,116.54,74.58,324.2800000000001,219.53,121.52999999999999,NJ,20210401
721,New Jersey,5,2021,248.49000000000004,149.2,115.61000000000001,572.7700000000001,368.73,237.14,NJ,20210501
723,New Jersey,6,2021,151.44,87.69000000000001,73.52000000000001,724.21,456.42,310.65999999999997,NJ,20210601
725,New Jersey,7,2021,303.46999999999997,171.56000000000003,151.55999999999997,1027.68,627.98,462.2199999999999,NJ,20210701
727,New Jersey,8,2021,331.18999999999994,187.38,164.76999999999998,1358.87,815.36,626.9899999999999,NJ,20210801
728,New Jersey,9,2021,293.78000000000003,164.91,145.64999999999998,1652.6499999999999,980.27,772.6399999999999,NJ,20210901
729,New Jersey,10,2021,345.7200000000001,190.15,168.65999999999997,1998.37,1170.42,941.2999999999998,NJ,20211001
730,New Jersey,11,2021,321.90999999999997,170.78999999999996,148.92,2320.2799999999997,1341.21,1090.2199999999998,NJ,20211101
731,New Jersey,12,2021,384.84999999999997,195.29999999999998,166.29,2705.1299999999997,1536.51,1256.5099999999998,NJ,20211201
714,New Jersey,1,2022,405.8499999999999,198.62,165.65999999999997,3110.9799999999996,1735.13,1422.1699999999996,NJ,20220101
716,New Jersey,2,2022,408.3300000000001,196.15999999999997,163.49000000000004,3519.3099999999995,1931.29,1585.6599999999996,NJ,20220201
718,New Jersey,3,2022,517.5799999999998,246.20999999999998,205.54999999999995,4036.8899999999994,2177.5,1791.2099999999996,NJ,20220301
720,New Jersey,4,2022,459.35999999999996,215.89999999999998,180.57000000000002,4496.249999999999,2393.4,1971.7799999999995,NJ,20220401
722,New Jersey,5,2022,469.13000000000005,217.34999999999997,181.91999999999996,4965.379999999999,2610.75,2153.6999999999994,NJ,20220501
724,New Jersey,6,2022,299.67,137.53,115.13999999999999,5265.049999999999,2748.28,2268.8399999999992,NJ,20220601
726,New Jersey,7,2022,17.77,8.13,6.8,5282.82,2756.4100000000003,2275.6399999999994,NJ,20220701
732,New Mexico,1,2021,2.92,2.32,0.52,2.92,2.32,0.52,NM,20210101
734,New Mexico,2,2021,12.309999999999999,8.54,3.710000000000001,15.229999999999999,10.86,4.23,NM,20210201
736,New Mexico,3,2021,30.26,19.470000000000002,11.379999999999999,45.49,30.330000000000002,15.61,NM,20210301
738,New Mexico,4,2021,46.800000000000004,28.81,19.410000000000004,92.29,59.14,35.02,NM,20210401
740,New Mexico,5,2021,12.989999999999998,7.609999999999999,5.76,105.28,66.75,40.78,NM,20210501
742,New Mexico,6,2021,56.38,31.55,26.960000000000008,161.66,98.3,67.74000000000001,NM,20210601
744,New Mexico,7,2021,70.62,39.019999999999996,34.07000000000001,232.28,137.32,101.81000000000002,NM,20210701
746,New Mexico,8,2021,79.34000000000002,43.990000000000016,38.01999999999999,311.62,181.31,139.83,NM,20210801
747,New Mexico,9,2021,37.61,20.790000000000003,17.879999999999995,349.23,202.1,157.71,NM,20210901
748,New Mexico,10,2021,16.830000000000002,9.04,7.8,366.06,211.14,165.51000000000002,NM,20211001
749,New Mexico,11,2021,74.28999999999999,38.86000000000001,32.94,440.35,250.0,198.45000000000002,NM,20211101
750,New Mexico,12,2021,89.02000000000001,44.60999999999999,36.85,529.37,294.61,235.3,NM,20211201
733,New Mexico,1,2022,92.66999999999999,45.170000000000016,36.760000000000005,622.04,339.78000000000003,272.06,NM,20220101
735,New Mexico,2,2022,92.82000000000001,44.70999999999997,36.19,714.86,384.49,308.25,NM,20220201
737,New Mexico,3,2022,117.76999999999997,56.190000000000005,45.49999999999998,832.63,440.68,353.75,NM,20220301
739,New Mexico,4,2022,104.73000000000002,49.34999999999999,40.04000000000001,937.36,490.03,393.79,NM,20220401
741,New Mexico,5,2022,107.50000000000001,49.83000000000002,40.39,1044.8600000000001,539.86,434.18,NM,20220501
743,New Mexico,6,2022,73.00000000000001,33.459999999999994,27.09000000000001,1117.8600000000001,573.32,461.27000000000004,NM,20220601
745,New Mexico,7,2022,4.1,1.87,1.51,1121.96,575.19,462.78000000000003,NM,20220701
751,New York State,1,2021,21.069999999999997,17.869999999999997,2.6799999999999997,21.069999999999997,17.869999999999997,2.6799999999999997,NY,20210101
753,New York State,2,2021,80.72,55.31999999999999,22.979999999999993,101.78999999999999,73.19,25.659999999999993,NY,20210201
755,New York State,3,2021,206.00999999999996,136.99000000000004,68.52000000000001,307.79999999999995,210.18000000000004,94.18,NY,20210301
757,New York State,4,2021,384.5800000000001,236.69999999999996,156.37,692.3800000000001,446.88,250.55,NY,20210401
759,New York State,5,2021,533.9499999999999,301.95,243.33999999999997,1226.33,748.8299999999999,493.89,NY,20210501
761,New York State,6,2021,623.7899999999998,338.94000000000005,295.37000000000006,1850.12,1087.77,789.26,NY,20210601
763,New York State,7,2021,672.2200000000001,359.16999999999996,325.3999999999999,2522.34,1446.94,1114.6599999999999,NY,20210701
765,New York State,8,2021,733.24,393.96,353.03,3255.58,1840.9,1467.6899999999998,NY,20210801
766,New York State,9,2021,706.0099999999999,379.01,338.54999999999995,3961.5899999999997,2219.91,1806.2399999999998,NY,20210901
767,New York State,10,2021,776.4099999999999,411.13,368.54,4738.0,2631.04,2174.7799999999997,NY,20211001
768,New York State,11,2021,715.0699999999999,369.50999999999993,328.66999999999996,5453.07,3000.5499999999997,2503.45,NY,20211101
769,New York State,12,2021,870.0500000000001,426.29999999999995,369.33,6323.12,3426.8499999999995,2872.7799999999997,NY,20211201
752,New York State,1,2022,930.51,436.5199999999999,369.98999999999995,7253.63,3863.3699999999994,3242.7699999999995,NY,20220101
754,New York State,2,2022,932.67,429.4699999999999,364.27000000000004,8186.3,4292.839999999999,3607.0399999999995,NY,20220201
756,New York State,3,2022,1181.8999999999999,538.61,457.71000000000004,9368.2,4831.449999999999,4064.7499999999995,NY,20220301
758,New York State,4,2022,1047.32,472.0399999999999,402.04999999999995,10415.52,5303.489999999999,4466.799999999999,NY,20220401
760,New York State,5,2022,1068.19,474.72,405.21000000000004,11483.710000000001,5778.209999999999,4872.009999999999,NY,20220501
762,New York State,6,2022,721.0300000000001,317.86,271.59999999999997,12204.740000000002,6096.069999999999,5143.61,NY,20220601
764,New York State,7,2022,40.4,17.74,15.15,12245.140000000001,6113.809999999999,5158.759999999999,NY,20220701
770,North Carolina,1,2021,9.739999999999998,8.39,1.31,9.739999999999998,8.39,1.31,NC,20210101
772,North Carolina,2,2021,42.32,30.060000000000002,12.010000000000002,52.06,38.45,13.320000000000002,NC,20210201
774,North Carolina,3,2021,110.31999999999998,71.22999999999999,39.43,162.38,109.67999999999999,52.75,NC,20210301
776,North Carolina,4,2021,178.4,109.76,72.40999999999998,340.78,219.44,125.15999999999998,NC,20210401
778,North Carolina,5,2021,230.41999999999996,130.07999999999998,105.39999999999998,571.1999999999999,349.52,230.55999999999995,NC,20210501
780,North Carolina,6,2021,244.78,135.29999999999998,115.46000000000001,815.9799999999999,484.81999999999994,346.02,NC,20210601
782,North Carolina,7,2021,284.88,156.76000000000002,134.9,1100.86,641.5799999999999,480.91999999999996,NC,20210701
784,North Carolina,8,2021,312.33000000000004,173.82999999999998,146.0,1413.19,815.4099999999999,626.92,NC,20210801
785,North Carolina,9,2021,306.0,170.11999999999998,141.74000000000004,1719.19,985.5299999999999,768.66,NC,20210901
786,North Carolina,10,2021,344.39,188.81000000000003,156.79000000000002,2063.58,1174.34,925.45,NC,20211001
787,North Carolina,11,2021,323.62999999999994,175.8,140.15,2387.21,1350.1399999999999,1065.6000000000001,NC,20211101
788,North Carolina,12,2021,384.98999999999995,207.70000000000002,157.49999999999997,2772.2,1557.84,1223.1000000000001,NC,20211201
771,North Carolina,1,2022,401.6200000000001,216.22999999999996,157.37,3173.8199999999997,1774.07,1380.4700000000003,NC,20220101
773,North Carolina,2,2022,398.53,214.21000000000004,154.52,3572.3499999999995,1988.28,1534.9900000000002,NC,20220201
775,North Carolina,3,2022,503.3699999999999,269.02,193.9500000000001,4075.7199999999993,2257.3,1728.9400000000003,NC,20220301
777,North Carolina,4,2022,446.09000000000003,236.82000000000005,171.34999999999997,4521.8099999999995,2494.1200000000003,1900.2900000000002,NC,20220401
779,North Carolina,5,2022,455.46,239.51999999999998,174.18999999999997,4977.2699999999995,2733.6400000000003,2074.48,NC,20220501
781,North Carolina,6,2022,308.28,161.13000000000002,117.42999999999999,5285.549999999999,2894.7700000000004,2191.91,NC,20220601
783,North Carolina,7,2022,17.28,9.02,6.56,5302.829999999999,2903.7900000000004,2198.47,NC,20220701
789,North Dakota,1,2021,1.15,0.8900000000000003,0.24999999999999997,1.15,0.8900000000000003,0.24999999999999997,ND,20210101
791,North Dakota,2,2021,4.020000000000001,2.6599999999999997,1.2700000000000005,5.170000000000002,3.55,1.5200000000000005,ND,20210201
793,North Dakota,3,2021,10.010000000000003,6.140000000000002,3.51,15.180000000000005,9.690000000000001,5.03,ND,20210301
795,North Dakota,4,2021,15.100000000000001,8.450000000000001,6.340000000000002,30.28000000000001,18.14,11.370000000000001,ND,20210401
797,North Dakota,5,2021,17.699999999999996,9.309999999999999,7.9599999999999955,47.980000000000004,27.45,19.33,ND,20210501
799,North Dakota,6,2021,18.87000000000001,9.840000000000002,8.630000000000003,66.85000000000002,37.29,27.96,ND,20210601
801,North Dakota,7,2021,17.630000000000003,9.189999999999998,8.119999999999997,84.48000000000002,46.48,36.08,ND,20210701
803,North Dakota,8,2021,21.07,11.069999999999997,9.669999999999996,105.55000000000001,57.55,45.74999999999999,ND,20210801
804,North Dakota,9,2021,20.239999999999995,10.640000000000002,9.17,125.79,68.19,54.919999999999995,ND,20210901
805,North Dakota,10,2021,18.589999999999993,9.530000000000005,8.269999999999996,144.38,77.72,63.18999999999999,ND,20211001
806,North Dakota,11,2021,21.279999999999994,10.679999999999994,9.159999999999998,165.66,88.39999999999999,72.35,ND,20211101
807,North Dakota,12,2021,26.000000000000007,12.430000000000005,10.520000000000001,191.66,100.83,82.86999999999999,ND,20211201
790,North Dakota,1,2022,27.01,12.590000000000005,10.570000000000002,218.67,113.42,93.44,ND,20220101
792,North Dakota,2,2022,26.429999999999993,12.250000000000004,10.250000000000002,245.09999999999997,125.67,103.69,ND,20220201
794,North Dakota,3,2022,33.10000000000001,15.190000000000005,13.02,278.2,140.86,116.71,ND,20220301
796,North Dakota,4,2022,28.890000000000004,13.230000000000004,11.34,307.09,154.09000000000003,128.04999999999998,ND,20220401
798,North Dakota,5,2022,28.759999999999998,12.96,10.95,335.84999999999997,167.05000000000004,138.99999999999997,ND,20220501
800,North Dakota,6,2022,20.190000000000005,9.0,7.739999999999998,356.03999999999996,176.05000000000004,146.73999999999998,ND,20220601
802,North Dakota,7,2022,1.13,0.51,0.43,357.16999999999996,176.56000000000003,147.17,ND,20220701
827,Ohio,1,2021,10.25,9.169999999999998,1.07,10.25,9.169999999999998,1.07,OH,20210101
829,Ohio,2,2021,46.68,33.67,12.899999999999999,56.93,42.84,13.969999999999999,OH,20210201
831,Ohio,3,2021,121.19,77.82999999999998,44.46,178.12,120.66999999999999,58.43,OH,20210301
833,Ohio,4,2021,209.39,126.57,86.41999999999997,387.51,247.23999999999998,144.84999999999997,OH,20210401
835,Ohio,5,2021,276.55999999999995,150.92999999999998,129.75000000000003,664.0699999999999,398.16999999999996,274.6,OH,20210501
837,Ohio,6,2021,309.80000000000007,165.60000000000002,149.32,973.87,563.77,423.92,OH,20210601
839,Ohio,7,2021,326.77999999999986,171.82000000000002,160.32,1300.6499999999999,735.59,584.24,OH,20210701
841,Ohio,8,2021,351.94,185.65000000000003,171.74000000000004,1652.59,921.24,755.98,OH,20210801
842,Ohio,9,2021,284.89,150.03000000000003,138.69000000000003,1937.48,1071.27,894.6700000000001,OH,20210901
843,Ohio,10,2021,363.7200000000001,186.80999999999997,173.38,2301.2000000000003,1258.08,1068.0500000000002,OH,20211001
844,Ohio,11,2021,328.67999999999995,159.81,147.14999999999998,2629.88,1417.8899999999999,1215.2000000000003,OH,20211101
845,Ohio,12,2021,410.55,187.82000000000002,171.46,3040.4300000000003,1605.7099999999998,1386.6600000000003,OH,20211201
828,Ohio,1,2022,430.8299999999999,187.30999999999997,170.67999999999998,3471.26,1793.0199999999998,1557.3400000000004,OH,20220101
830,Ohio,2,2022,426.93999999999994,182.98,167.23999999999998,3898.2000000000003,1975.9999999999998,1724.5800000000004,OH,20220201
832,Ohio,3,2022,537.2199999999999,228.5799999999999,209.6500000000001,4435.42,2204.5799999999995,1934.2300000000005,OH,20220301
834,Ohio,4,2022,475.7899999999999,200.04999999999993,183.72999999999993,4911.21,2404.629999999999,2117.9600000000005,OH,20220401
836,Ohio,5,2022,17.85,7.43,6.82,4929.06,2412.059999999999,2124.7800000000007,OH,20220501
838,Ohio,6,2022,200.93,81.76,75.49000000000001,5129.990000000001,2493.8199999999993,2200.2700000000004,OH,20220601
840,Ohio,7,2022,18.4,7.46,6.88,5148.39,2501.2799999999993,2207.1500000000005,OH,20220701
846,Oklahoma,1,2021,5.0,4.2,0.67,5.0,4.2,0.67,OK,20210101
848,Oklahoma,2,2021,19.32,13.47,5.659999999999999,24.32,17.67,6.329999999999999,OK,20210201
850,Oklahoma,3,2021,46.849999999999994,29.900000000000006,16.64,71.16999999999999,47.57000000000001,22.97,OK,20210301
852,Oklahoma,4,2021,71.49000000000001,42.58,29.25,142.66,90.15,52.22,OK,20210401
854,Oklahoma,5,2021,85.10000000000001,47.56,38.059999999999995,227.76,137.71,90.28,OK,20210501
856,Oklahoma,6,2021,93.25999999999999,51.27,42.699999999999996,321.02,188.98000000000002,132.98,OK,20210601
858,Oklahoma,7,2021,100.7,54.790000000000006,46.76,421.71999999999997,243.77000000000004,179.73999999999998,OK,20210701
860,Oklahoma,8,2021,112.58000000000001,62.21,51.20999999999999,534.3,305.98,230.94999999999996,OK,20210801
861,Oklahoma,9,2021,112.32000000000001,61.24,50.96999999999999,646.62,367.22,281.91999999999996,OK,20210901
862,Oklahoma,10,2021,125.5,66.61999999999999,56.17,772.12,433.84000000000003,338.09,OK,20211001
863,Oklahoma,11,2021,117.01999999999998,60.39,50.25,889.14,494.23,388.34,OK,20211101
864,Oklahoma,12,2021,137.91,68.91,56.22,1027.05,563.14,444.55999999999995,OK,20211201
847,Oklahoma,1,2022,142.83,69.91999999999999,56.01000000000001,1169.8799999999999,633.06,500.56999999999994,OK,20220101
849,Oklahoma,2,2022,141.58999999999997,68.89999999999999,55.02,1311.4699999999998,701.9599999999999,555.5899999999999,OK,20220201
851,Oklahoma,3,2022,178.47000000000003,86.19000000000007,69.09999999999997,1489.9399999999998,788.15,624.6899999999998,OK,20220301
853,Oklahoma,4,2022,157.95,75.61999999999999,60.78999999999998,1647.8899999999999,863.77,685.4799999999998,OK,20220401
855,Oklahoma,5,2022,160.69,76.13999999999999,61.37000000000001,1808.58,939.91,746.8499999999998,OK,20220501
857,Oklahoma,6,2022,108.30999999999999,50.980000000000004,41.13999999999999,1916.8899999999999,990.89,787.9899999999998,OK,20220601
859,Oklahoma,7,2022,6.06,2.85,2.29,1922.9499999999998,993.74,790.2799999999997,OK,20220701
865,Oregon,1,2021,4.3999999999999995,3.7500000000000004,0.5700000000000001,4.3999999999999995,3.7500000000000004,0.5700000000000001,OR,20210101
867,Oregon,2,2021,18.33,12.890000000000002,5.35,22.729999999999997,16.640000000000004,5.92,OR,20210201
869,Oregon,3,2021,43.81,28.040000000000003,16.16,66.53999999999999,44.68000000000001,22.08,OR,20210301
871,Oregon,4,2021,74.34,46.769999999999996,29.980000000000004,140.88,91.45,52.06,OR,20210401
873,Oregon,5,2021,107.70999999999997,63.37,48.290000000000006,248.58999999999997,154.82,100.35000000000001,OR,20210501
875,Oregon,6,2021,129.91000000000003,72.04999999999998,62.84999999999999,378.5,226.86999999999998,163.2,OR,20210601
877,Oregon,7,2021,139.93,75.56000000000002,69.6,518.4300000000001,302.43,232.79999999999998,OR,20210701
879,Oregon,8,2021,150.27999999999997,81.42999999999999,74.46,668.71,383.86,307.26,OR,20210801
880,Oregon,9,2021,138.03999999999996,74.63,67.8,806.75,458.49,375.06,OR,20210901
881,Oregon,10,2021,157.68,82.61999999999999,75.82000000000002,964.4300000000001,541.11,450.88,OR,20211001
882,Oregon,11,2021,147.59,73.52000000000001,66.89999999999999,1112.02,614.63,517.78,OR,20211101
883,Oregon,12,2021,176.59000000000003,82.95000000000002,74.53,1288.6100000000001,697.58,592.31,OR,20211201
866,Oregon,1,2022,184.1,82.48999999999998,73.75000000000001,1472.71,780.07,666.06,OR,20220101
868,Oregon,2,2022,184.20999999999995,80.73999999999997,72.00000000000003,1656.92,860.8100000000001,738.06,OR,20220201
870,Oregon,3,2022,232.42,100.95000000000003,90.14999999999995,1889.3400000000001,961.7600000000001,828.2099999999999,OR,20220301
872,Oregon,4,2022,206.69000000000003,88.41000000000003,79.01000000000002,2096.03,1050.17,907.2199999999999,OR,20220401
874,Oregon,5,2022,212.59,88.89999999999996,79.49000000000002,2308.6200000000003,1139.07,986.7099999999999,OR,20220501
876,Oregon,6,2022,144.30999999999997,59.49000000000002,53.2,2452.9300000000003,1198.56,1039.9099999999999,OR,20220601
878,Oregon,7,2022,8.11,3.32,2.96,2461.0400000000004,1201.8799999999999,1042.87,OR,20220701
884,Pennsylvania,1,2021,11.77,9.61,1.9499999999999997,11.77,9.61,1.9499999999999997,PA,20210101
886,Pennsylvania,2,2021,50.06,37.029999999999994,12.92,61.83,46.63999999999999,14.87,PA,20210201
888,Pennsylvania,3,2021,134.79,91.18,45.13000000000002,196.62,137.82,60.000000000000014,PA,20210301
890,Pennsylvania,4,2021,244.09000000000003,158.72000000000003,94.05000000000001,440.71000000000004,296.54,154.05,PA,20210401
892,Pennsylvania,5,2021,343.8,208.67000000000002,147.80999999999997,784.51,505.21000000000004,301.86,PA,20210501
894,Pennsylvania,6,2021,400.05000000000007,234.02,180.80000000000007,1184.56,739.23,482.6600000000001,PA,20210601
896,Pennsylvania,7,2021,427.13,246.32999999999998,196.20999999999998,1611.69,985.56,678.8700000000001,PA,20210701
898,Pennsylvania,8,2021,464.57000000000005,268.03999999999996,213.18,2076.26,1253.6,892.0500000000002,PA,20210801
899,Pennsylvania,9,2021,443.39000000000004,254.66999999999996,203.08,2519.65,1508.27,1095.13,PA,20210901
900,Pennsylvania,10,2021,420.14,239.38,189.26999999999992,2939.79,1747.65,1284.4,PA,20211001
901,Pennsylvania,11,2021,0.0,0.0,0.0,2939.79,1747.65,1284.4,PA,20211101
902,Pennsylvania,12,2021,139.14999999999998,69.50999999999999,56.97,3078.94,1817.16,1341.3700000000001,PA,20211201
885,Pennsylvania,1,2022,546.1399999999999,268.31999999999994,216.26999999999998,3625.08,2085.48,1557.64,PA,20220101
887,Pennsylvania,2,2022,546.49,264.86,212.60000000000005,4171.57,2350.34,1770.2400000000002,PA,20220201
889,Pennsylvania,3,2022,689.5300000000002,332.23999999999995,267.24999999999994,4861.1,2682.58,2037.4900000000002,PA,20220301
891,Pennsylvania,4,2022,609.28,291.84000000000003,235.04,5470.38,2974.42,2272.53,PA,20220401
893,Pennsylvania,5,2022,627.0200000000001,294.36999999999995,237.57000000000002,6097.400000000001,3268.79,2510.1000000000004,PA,20220501
895,Pennsylvania,6,2022,425.2499999999999,197.56,159.60999999999999,6522.650000000001,3466.35,2669.7100000000005,PA,20220601
897,Pennsylvania,7,2022,23.89,11.04,8.92,6546.540000000001,3477.39,2678.6300000000006,PA,20220701
941,Rhode Island,1,2021,1.09,0.8900000000000003,0.19999999999999996,1.09,0.8900000000000003,0.19999999999999996,RI,20210101
943,Rhode Island,2,2021,4.27,3.0100000000000007,1.2800000000000005,5.359999999999999,3.9000000000000012,1.4800000000000004,RI,20210201
945,Rhode Island,3,2021,12.570000000000002,8.549999999999999,4.200000000000001,17.93,12.45,5.6800000000000015,RI,20210301
947,Rhode Island,4,2021,22.41,13.690000000000003,9.47,40.34,26.14,15.150000000000002,RI,20210401
949,Rhode Island,5,2021,31.459999999999997,18.029999999999998,14.319999999999997,71.8,44.17,29.47,RI,20210501
951,Rhode Island,6,2021,36.7,20.009999999999998,17.65,108.5,64.18,47.12,RI,20210601
953,Rhode Island,7,2021,39.13999999999999,20.929999999999996,19.18,147.64,85.11,66.3,RI,20210701
955,Rhode Island,8,2021,42.17000000000001,22.86000000000001,20.69,189.81,107.97000000000001,86.99,RI,20210801
956,Rhode Island,9,2021,40.030000000000015,21.84999999999999,19.769999999999996,229.84000000000003,129.82,106.75999999999999,RI,20210901
957,Rhode Island,10,2021,43.86000000000001,23.580000000000002,21.440000000000005,273.70000000000005,153.4,128.2,RI,20211001
958,Rhode Island,11,2021,41.25000000000001,21.29,18.979999999999997,314.95000000000005,174.69,147.17999999999998,RI,20211101
959,Rhode Island,12,2021,49.96999999999999,24.61000000000001,21.400000000000002,364.92,199.3,168.57999999999998,RI,20211201
942,Rhode Island,1,2022,50.93000000000001,24.47,20.639999999999997,415.85,223.77,189.21999999999997,RI,20220101
