,location,month,year,tvm,pvm,pfvm,tvcm,pvcm,pfvcm,state,date_x
944,Rhode Island,2,2022,52.73,25.299999999999997,21.150000000000006,468.58000000000004,249.07,210.36999999999998,RI,20220201
946,Rhode Island,3,2022,66.52999999999997,31.84000000000001,26.65999999999999,535.11,280.91,237.02999999999997,RI,20220301
948,Rhode Island,4,2022,59.10000000000001,28.019999999999985,23.470000000000002,594.21,308.93,260.5,RI,20220401
950,Rhode Island,5,2022,60.510000000000005,28.310000000000013,23.72,654.72,337.24,284.22,RI,20220501
952,Rhode Island,6,2022,41.00000000000001,19.050000000000004,15.890000000000006,695.72,356.29,300.11,RI,20220601
954,Rhode Island,7,2022,2.3,1.06,0.89,698.02,357.35,301.0,RI,20220701
960,South Carolina,1,2021,4.33,3.619999999999999,0.6500000000000001,4.33,3.619999999999999,0.6500000000000001,SC,20210101
962,South Carolina,2,2021,19.92,14.729999999999999,5.009999999999999,24.25,18.349999999999998,5.659999999999999,SC,20210201
964,South Carolina,3,2021,50.550000000000004,32.86,18.040000000000003,74.80000000000001,51.209999999999994,23.700000000000003,SC,20210301
966,South Carolina,4,2021,82.76,50.849999999999994,33.3,157.56,102.05999999999999,57.0,SC,20210401
968,South Carolina,5,2021,106.15999999999998,59.83,48.11,263.71999999999997,161.89,105.11,SC,20210501
970,South Carolina,6,2021,119.35,65.66000000000001,55.899999999999984,383.06999999999994,227.55,161.01,SC,20210601
972,South Carolina,7,2021,128.96,70.11,61.41,512.03,297.66,222.42,SC,20210701
974,South Carolina,8,2021,142.57,78.62000000000002,66.75,654.5999999999999,376.28000000000003,289.16999999999996,SC,20210801
975,South Carolina,9,2021,141.78,77.51,65.59,796.3799999999999,453.79,354.76,SC,20210901
976,South Carolina,10,2021,159.61999999999998,84.32999999999998,72.91999999999999,955.9999999999999,538.12,427.67999999999995,SC,20211001
977,South Carolina,11,2021,148.79,75.71999999999998,65.25000000000001,1104.79,613.84,492.92999999999995,SC,20211101
978,South Carolina,12,2021,174.66000000000003,85.62,72.80000000000001,1279.45,699.46,565.73,SC,20211201
961,South Carolina,1,2022,180.8,86.39999999999998,72.50999999999999,1460.25,785.86,638.24,SC,20220101
963,South Carolina,2,2022,165.07999999999998,78.30000000000001,65.61,1625.33,864.1600000000001,703.85,SC,20220201
965,South Carolina,3,2022,227.42000000000013,106.81000000000003,89.87999999999995,1852.75,970.9700000000001,793.73,SC,20220301
967,South Carolina,4,2022,199.40999999999988,93.43999999999997,78.69000000000001,2052.16,1064.41,872.4200000000001,SC,20220401
969,South Carolina,5,2022,204.45999999999992,94.20000000000002,79.46000000000002,2256.62,1158.6100000000001,951.8800000000001,SC,20220501
971,South Carolina,6,2022,138.51,63.16999999999999,53.300000000000004,2395.13,1221.7800000000002,1005.1800000000001,SC,20220601
973,South Carolina,7,2022,7.76,3.53,2.97,2402.8900000000003,1225.3100000000002,1008.1500000000001,SC,20220701
979,South Dakota,1,2021,1.28,0.9800000000000001,0.27999999999999997,1.28,0.9800000000000001,0.27999999999999997,SD,20210101
981,South Dakota,2,2021,4.8,3.2600000000000007,1.5100000000000005,6.08,4.240000000000001,1.7900000000000005,SD,20210201
983,South Dakota,3,2021,11.88,7.599999999999999,4.44,17.96,11.84,6.23,SD,20210301
985,South Dakota,4,2021,18.350000000000005,10.950000000000003,7.8999999999999995,36.31,22.790000000000003,14.129999999999999,SD,20210401
987,South Dakota,5,2021,22.330000000000002,12.299999999999999,10.729999999999999,58.64,35.09,24.86,SD,20210501
989,South Dakota,6,2021,23.169999999999998,12.689999999999998,11.29,81.81,47.78,36.15,SD,20210601
991,South Dakota,7,2021,25.040000000000006,13.670000000000012,12.250000000000002,106.85000000000001,61.45000000000002,48.4,SD,20210701
993,South Dakota,8,2021,27.11999999999999,14.960000000000004,13.159999999999997,133.97,76.41000000000003,61.559999999999995,SD,20210801
994,South Dakota,9,2021,26.080000000000002,14.339999999999993,12.52,160.05,90.75000000000001,74.08,SD,20210901
995,South Dakota,10,2021,15.919999999999996,8.620000000000001,7.38,175.97,99.37000000000002,81.46,SD,20211001
996,South Dakota,11,2021,27.200000000000003,14.180000000000003,11.860000000000001,203.17000000000002,113.55000000000003,93.32,SD,20211101
997,South Dakota,12,2021,32.669999999999995,16.509999999999994,13.370000000000001,235.84,130.06000000000003,106.69,SD,20211201
980,South Dakota,1,2022,33.809999999999995,16.72,13.389999999999993,269.65,146.78000000000003,120.07999999999998,SD,20220101
982,South Dakota,2,2022,33.52000000000001,16.48,13.149999999999995,303.16999999999996,163.26000000000002,133.23,SD,20220201
984,South Dakota,3,2022,42.319999999999986,20.68000000000001,16.449999999999992,345.48999999999995,183.94000000000003,149.67999999999998,SD,20220301
986,South Dakota,4,2022,37.57999999999999,18.16,14.579999999999991,383.06999999999994,202.10000000000002,164.25999999999996,SD,20220401
988,South Dakota,5,2022,38.56999999999999,18.359999999999996,14.780000000000008,421.63999999999993,220.46,179.03999999999996,SD,20220501
990,South Dakota,6,2022,26.15,12.289999999999996,9.9,447.7899999999999,232.75,188.93999999999997,SD,20220601
992,South Dakota,7,2022,1.47,0.69,0.55,449.25999999999993,233.44,189.48999999999998,SD,20220701
998,Tennessee,1,2021,7.09,5.470000000000001,1.41,7.09,5.470000000000001,1.41,TN,20210101
1000,Tennessee,2,2021,24.750000000000004,16.779999999999998,7.780000000000001,31.840000000000003,22.25,9.190000000000001,TN,20210201
1002,Tennessee,3,2021,61.72,39.870000000000005,21.27,93.56,62.120000000000005,30.46,TN,20210301
1004,Tennessee,4,2021,102.18,62.91,39.580000000000005,195.74,125.03,70.04,TN,20210401
1006,Tennessee,5,2021,134.92000000000002,75.55,59.31,330.66,200.57999999999998,129.35000000000002,TN,20210501
1008,Tennessee,6,2021,151.87,82.82999999999998,68.86,482.53000000000003,283.40999999999997,198.21000000000004,TN,20210601
1010,Tennessee,7,2021,167.55999999999997,88.8,78.18,650.09,372.21,276.39000000000004,TN,20210701
1012,Tennessee,8,2021,186.57999999999998,99.89,85.25999999999999,836.6700000000001,472.09999999999997,361.65000000000003,TN,20210801
1013,Tennessee,9,2021,185.48,98.39999999999996,83.71999999999996,1022.1500000000001,570.4999999999999,445.37,TN,20210901
1014,Tennessee,10,2021,208.22,106.37999999999998,92.55,1230.3700000000001,676.8799999999999,537.92,TN,20211001
1015,Tennessee,11,2021,195.16000000000008,94.87,83.11000000000001,1425.5300000000002,771.7499999999999,621.03,TN,20211101
1016,Tennessee,12,2021,231.12999999999994,106.63000000000001,93.13999999999999,1656.66,878.3799999999999,714.17,TN,20211201
999,Tennessee,1,2022,238.79000000000008,106.3,92.60999999999997,1895.4500000000003,984.6799999999998,806.78,TN,20220101
1001,Tennessee,2,2022,236.59000000000003,104.15,90.74000000000002,2132.0400000000004,1088.83,897.52,TN,20220201
1003,Tennessee,3,2022,299.5299999999999,130.32999999999996,113.97000000000006,2431.57,1219.1599999999999,1011.49,TN,20220301
1005,Tennessee,4,2022,265.54999999999995,114.23999999999998,100.08,2697.12,1333.3999999999999,1111.57,TN,20220401
1007,Tennessee,5,2022,270.84999999999997,114.87000000000006,100.74999999999993,2967.97,1448.27,1212.32,TN,20220501
1009,Tennessee,6,2022,172.84,72.59999999999997,63.690000000000005,3140.81,1520.87,1276.01,TN,20220601
1011,Tennessee,7,2022,10.24,4.29,3.75,3151.0499999999997,1525.1599999999999,1279.76,TN,20220701
1017,Texas,1,2021,28.4,23.95,4.300000000000001,28.4,23.95,4.300000000000001,TX,20210101
1019,Texas,2,2021,98.57,70.42,27.23,126.97,94.37,31.53,TX,20210201
1021,Texas,3,2021,258.03,165.9,86.27000000000001,385.0,260.27,117.80000000000001,TX,20210301
1023,Texas,4,2021,471.9,289.28000000000003,182.29000000000002,856.9,549.55,300.09000000000003,TX,20210401
1025,Texas,5,2021,631.6200000000001,357.3299999999999,276.53999999999996,1488.52,906.8799999999999,576.63,TX,20210501
1027,Texas,6,2021,732.82,403.63,334.51,2221.34,1310.5099999999998,911.14,TX,20210601
1029,Texas,7,2021,796.15,432.53000000000003,370.75999999999993,3017.4900000000002,1743.0399999999997,1281.8999999999999,TX,20210701
1031,Texas,8,2021,891.82,490.87999999999994,408.82,3909.3100000000004,2233.9199999999996,1690.7199999999998,TX,20210801
1032,Texas,9,2021,687.3399999999999,373.08000000000004,314.28,4596.650000000001,2606.9999999999995,2004.9999999999998,TX,20210901
1033,Texas,10,2021,970.14,509.13,440.59000000000003,5566.790000000001,3116.1299999999997,2445.5899999999997,TX,20211001
1034,Texas,11,2021,895.4000000000001,452.80999999999995,391.53,6462.1900000000005,3568.9399999999996,2837.12,TX,20211101
1035,Texas,12,2021,1052.3400000000001,512.4699999999998,438.14,7514.530000000001,4081.4099999999994,3275.2599999999998,TX,20211201
1018,Texas,1,2022,1096.1200000000001,516.72,437.4499999999999,8610.650000000001,4598.129999999999,3712.7099999999996,TX,20220101
1020,Texas,2,2022,1094.0900000000001,509.99999999999994,431.2000000000001,9704.740000000002,5108.129999999999,4143.91,TX,20220201
1022,Texas,3,2022,1300.9900000000002,602.4899999999999,508.46000000000004,11005.730000000001,5710.619999999999,4652.37,TX,20220301
1024,Texas,4,2022,1238.8200000000002,568.6200000000001,478.52000000000004,12244.550000000001,6279.239999999999,5130.89,TX,20220401
1026,Texas,5,2022,1272.8700000000001,574.98,482.8,13517.420000000002,6854.219999999999,5613.6900000000005,TX,20220501
1028,Texas,6,2022,860.6199999999999,386.08,323.80000000000007,14378.04,7240.299999999999,5937.490000000001,TX,20220601
1030,Texas,7,2022,48.3,21.6,18.08,14426.34,7261.9,5955.570000000001,TX,20220701
1056,Utah,1,2021,3.3700000000000006,2.89,0.39999999999999997,3.3700000000000006,2.89,0.39999999999999997,UT,20210101
1058,Utah,2,2021,13.409999999999997,8.25,3.0900000000000003,16.779999999999998,11.14,3.49,UT,20210201
1060,Utah,3,2021,31.660000000000004,18.970000000000002,8.509999999999996,48.44,30.110000000000003,11.999999999999996,UT,20210301
1062,Utah,4,2021,53.52999999999999,32.459999999999994,17.34,101.96999999999998,62.56999999999999,29.339999999999996,UT,20210401
1064,Utah,5,2021,71.49000000000001,40.78999999999999,27.650000000000002,173.45999999999998,103.35999999999999,56.989999999999995,UT,20210501
1066,Utah,6,2021,81.49,45.13,33.61999999999999,254.95,148.48999999999998,90.60999999999999,UT,20210601
1068,Utah,7,2021,87.72999999999996,48.469999999999985,39.980000000000004,342.67999999999995,196.95999999999998,130.58999999999997,UT,20210701
1070,Utah,8,2021,87.39000000000001,48.72999999999999,41.48000000000001,430.06999999999994,245.68999999999997,172.07,UT,20210801
1071,Utah,9,2021,93.64,51.91000000000001,44.17999999999999,523.7099999999999,297.59999999999997,216.25,UT,20210901
1072,Utah,10,2021,103.59,55.94000000000002,48.63000000000002,627.3,353.53999999999996,264.88,UT,20211001
1073,Utah,11,2021,96.72999999999998,50.039999999999985,43.730000000000025,724.03,403.5799999999999,308.61,UT,20211101
1074,Utah,12,2021,116.32999999999997,57.16000000000001,49.56999999999999,840.3599999999999,460.73999999999995,358.18,UT,20211201
1057,Utah,1,2022,116.84000000000003,54.98999999999999,47.94999999999999,957.1999999999999,515.7299999999999,406.13,UT,20220101
1059,Utah,2,2022,124.14000000000003,56.660000000000004,49.930000000000014,1081.34,572.3899999999999,456.06,UT,20220201
1061,Utah,3,2022,157.91,70.93999999999998,63.099999999999994,1239.25,643.3299999999998,519.16,UT,20220301
1063,Utah,4,2022,139.51999999999998,62.22000000000003,55.470000000000034,1378.77,705.5499999999998,574.63,UT,20220401
1065,Utah,5,2022,141.57999999999998,62.550000000000004,55.800000000000004,1520.35,768.0999999999998,630.43,UT,20220501
1067,Utah,6,2022,90.00000000000001,39.44,35.19,1610.35,807.5399999999997,665.6199999999999,UT,20220601
1069,Utah,7,2022,5.36,2.33,2.08,1615.7099999999998,809.8699999999998,667.6999999999999,UT,20220701
1075,Vermont,1,2021,0.8000000000000003,0.6,0.14999999999999997,0.8000000000000003,0.6,0.14999999999999997,VT,20210101
1077,Vermont,2,2021,3.0100000000000007,2.050000000000001,0.9600000000000004,3.810000000000001,2.6500000000000012,1.1100000000000003,VT,20210201
1079,Vermont,3,2021,7.54,4.860000000000001,2.5800000000000005,11.350000000000001,7.5100000000000025,3.690000000000001,VT,20210301
1081,Vermont,4,2021,13.120000000000001,8.11,5.220000000000001,24.470000000000002,15.620000000000001,8.910000000000002,VT,20210401
1083,Vermont,5,2021,18.0,10.7,7.749999999999999,42.47,26.32,16.66,VT,20210501
1085,Vermont,6,2021,24.590000000000007,13.570000000000013,11.540000000000003,67.06,39.890000000000015,28.200000000000003,VT,20210601
1087,Vermont,7,2021,3.4099999999999997,1.84,1.64,70.47,41.73000000000002,29.840000000000003,VT,20210701
1089,Vermont,8,2021,17.299999999999997,9.409999999999998,8.4,87.77,51.140000000000015,38.24,VT,20210801
1090,Vermont,9,2021,24.830000000000002,13.440000000000008,12.009999999999996,112.6,64.58000000000003,50.25,VT,20210901
1091,Vermont,10,2021,27.169999999999998,14.250000000000004,12.719999999999999,139.76999999999998,78.83000000000003,62.97,VT,20211001
1092,Vermont,11,2021,26.21,12.789999999999994,11.239999999999997,165.98,91.62000000000002,74.21,VT,20211101
1093,Vermont,12,2021,32.14,14.740000000000009,12.710000000000003,198.12,106.36000000000003,86.92,VT,20211201
1076,Vermont,1,2022,33.74999999999999,14.730000000000006,12.760000000000003,231.87,121.09000000000003,99.68,VT,20220101
1078,Vermont,2,2022,17.32,7.54,6.5,249.19,128.63000000000002,106.18,VT,20220201
1080,Vermont,3,2022,14.949999999999998,6.38,5.5,264.14,135.01000000000002,111.68,VT,20220301
1082,Vermont,4,2022,27.669999999999995,11.6,10.079999999999998,291.81,146.61,121.76,VT,20220401
1084,Vermont,5,2022,38.419999999999995,15.819999999999999,13.769999999999996,330.23,162.43,135.53,VT,20220501
1086,Vermont,6,2022,26.089999999999996,10.62,9.179999999999998,356.32,173.05,144.71,VT,20220601
1088,Vermont,7,2022,1.47,0.59,0.51,357.79,173.64000000000001,145.22,VT,20220701
1132,Virginia,1,2021,7.89,6.359999999999999,0.9299999999999999,7.89,6.359999999999999,0.9299999999999999,VA,20210101
1134,Virginia,2,2021,38.03999999999999,27.640000000000004,9.700000000000001,45.92999999999999,34.0,10.63,VA,20210201
1136,Virginia,3,2021,93.32000000000005,60.76000000000001,33.720000000000006,139.25000000000006,94.76000000000002,44.35000000000001,VA,20210301
1138,Virginia,4,2021,162.66,103.29,64.03,301.9100000000001,198.05,108.38000000000001,VA,20210401
1140,Virginia,5,2021,227.39000000000001,131.33,101.74000000000001,529.3000000000001,329.38,210.12,VA,20210501
1142,Virginia,6,2021,265.11,146.95,124.80000000000001,794.4100000000001,476.33,334.92,VA,20210601
1144,Virginia,7,2021,284.08,154.59,136.57,1078.49,630.92,471.49,VA,20210701
1146,Virginia,8,2021,298.57,162.84,142.85999999999999,1377.06,793.76,614.35,VA,20210801
1147,Virginia,9,2021,285.59,154.46,135.97,1662.6499999999999,948.22,750.32,VA,20210901
1148,Virginia,10,2021,328.25000000000006,172.82000000000005,153.37999999999997,1990.8999999999999,1121.04,903.7,VA,20211001
1149,Virginia,11,2021,310.14,156.06999999999996,136.56,2301.04,1277.11,1040.26,VA,20211101
1150,Virginia,12,2021,372.90000000000003,178.23999999999998,153.86,2673.94,1455.35,1194.12,VA,20211201
1133,Virginia,1,2022,390.35,180.78000000000003,154.18,3064.29,1636.1299999999999,1348.3,VA,20220101
1135,Virginia,2,2022,389.97999999999996,179.07999999999998,152.24999999999997,3454.27,1815.2099999999998,1500.55,VA,20220201
1137,Virginia,3,2022,495.57,224.31000000000003,191.34000000000003,3949.84,2039.5199999999998,1691.8899999999999,VA,20220301
1139,Virginia,4,2022,439.5,196.64000000000007,167.93000000000006,4389.34,2236.16,1859.82,VA,20220401
1141,Virginia,5,2022,449.34999999999997,198.04,169.21999999999997,4838.6900000000005,2434.2,2029.04,VA,20220501
1143,Virginia,6,2022,185.67999999999998,81.06,69.25999999999999,5024.370000000001,2515.2599999999998,2098.3,VA,20220601
1145,Virginia,7,2022,17.02,7.42,6.31,5041.390000000001,2522.68,2104.61,VA,20220701
1151,Washington,1,2021,7.24,5.960000000000001,1.0799999999999998,7.24,5.960000000000001,1.0799999999999998,WA,20210101
1153,Washington,2,2021,31.900000000000002,23.27,8.28,39.14,29.23,9.36,WA,20210201
1155,Washington,3,2021,82.81000000000002,53.129999999999995,30.21,121.95000000000002,82.36,39.57,WA,20210301
1157,Washington,4,2021,142.78000000000003,88.33999999999999,58.19999999999999,264.73,170.7,97.76999999999998,WA,20210401
1159,Washington,5,2021,202.92999999999995,118.07000000000002,90.36000000000001,467.65999999999997,288.77,188.13,WA,20210501
1161,Washington,6,2021,244.30000000000007,135.18,116.38000000000002,711.96,423.95,304.51,WA,20210601
1163,Washington,7,2021,255.71999999999997,138.49000000000004,124.40999999999998,967.6800000000001,562.44,428.91999999999996,WA,20210701
1165,Washington,8,2021,201.55,109.33000000000001,97.97,1169.23,671.7700000000001,526.89,WA,20210801
1166,Washington,9,2021,76.11999999999999,40.78,36.85,1245.35,712.5500000000001,563.74,WA,20210901
1167,Washington,10,2021,288.99000000000007,150.99999999999997,137.80000000000004,1534.34,863.5500000000001,701.5400000000001,WA,20211001
1168,Washington,11,2021,270.45000000000005,134.83,122.29,1804.79,998.3800000000001,823.83,WA,20211101
1169,Washington,12,2021,323.85999999999996,152.76,137.13000000000002,2128.65,1151.14,960.96,WA,20211201
1152,Washington,1,2022,339.69,153.18,136.75999999999996,2468.34,1304.3200000000002,1097.72,WA,20220101
1154,Washington,2,2022,341.04999999999995,150.92,134.57000000000002,2809.3900000000003,1455.2400000000002,1232.29,WA,20220201
1156,Washington,3,2022,432.76,188.9800000000001,169.46999999999994,3242.1500000000005,1644.2200000000003,1401.76,WA,20220301
1158,Washington,4,2022,384.65999999999997,165.57999999999996,148.69000000000005,3626.8100000000004,1809.8000000000002,1550.45,WA,20220401
1160,Washington,5,2022,394.48,166.43999999999997,149.5600000000001,4021.2900000000004,1976.2400000000002,1700.0100000000002,WA,20220501
1162,Washington,6,2022,103.88000000000001,43.33,38.9,4125.17,2019.5700000000002,1738.9100000000003,WA,20220601
1164,Washington,7,2022,15.05,6.23,5.56,4140.22,2025.8000000000002,1744.4700000000003,WA,20220701
1170,West Virginia,1,2021,3.1099999999999994,2.3099999999999996,0.6000000000000001,3.1099999999999994,2.3099999999999996,0.6000000000000001,WV,20210101
1172,West Virginia,2,2021,9.52,6.14,3.2800000000000002,12.629999999999999,8.45,3.8800000000000003,WV,20210201
1174,West Virginia,3,2021,21.65,13.23,8.26,34.28,21.68,12.14,WV,20210301
1176,West Virginia,4,2021,31.5,18.169999999999998,13.599999999999998,65.78,39.849999999999994,25.74,WV,20210401
1178,West Virginia,5,2021,37.41000000000001,20.429999999999996,17.509999999999998,103.19000000000001,60.27999999999999,43.25,WV,20210501
1180,West Virginia,6,2021,41.029999999999994,22.680000000000003,19.19000000000001,144.22,82.96,62.44000000000001,WV,20210601
1182,West Virginia,7,2021,44.12,24.420000000000005,20.739999999999988,188.34,107.38,83.18,WV,20210701
1184,West Virginia,8,2021,46.45999999999998,25.86,21.840000000000007,234.79999999999998,133.24,105.02000000000001,WV,20210801
1185,West Virginia,9,2021,42.879999999999995,23.92999999999999,20.08,277.67999999999995,157.17,125.10000000000001,WV,20210901
1186,West Virginia,10,2021,45.73000000000002,25.27999999999999,21.19,323.40999999999997,182.45,146.29000000000002,WV,20211001
1187,West Virginia,11,2021,40.91,22.90000000000001,18.499999999999996,364.31999999999994,205.35,164.79000000000002,WV,20211101
1188,West Virginia,12,2021,14.070000000000002,6.510000000000002,5.66,378.38999999999993,211.85999999999999,170.45000000000002,WV,20211201
1171,West Virginia,1,2022,66.43,29.32,25.950000000000006,444.81999999999994,241.17999999999998,196.40000000000003,WV,20220101
1173,West Virginia,2,2022,65.35,28.639999999999986,25.32,510.16999999999996,269.81999999999994,221.72000000000003,WV,20220201
1175,West Virginia,3,2022,82.12999999999997,35.789999999999985,31.61999999999999,592.3,305.6099999999999,253.34000000000003,WV,20220301
1177,West Virginia,4,2022,72.67000000000002,31.32,27.800000000000008,664.97,336.9299999999999,281.14000000000004,WV,20220401
1179,West Virginia,5,2022,74.15,31.560000000000024,27.89999999999999,739.12,368.4899999999999,309.04,WV,20220501
1181,West Virginia,6,2022,50.03,21.07,18.71999999999999,789.15,389.5599999999999,327.76,WV,20220601
1183,West Virginia,7,2022,2.8,1.18,1.04,791.9499999999999,390.7399999999999,328.8,WV,20220701
1189,Wisconsin,1,2021,4.819999999999999,4.1,0.68,4.819999999999999,4.1,0.68,WI,20210101
1191,Wisconsin,2,2021,25.96,18.99,6.709999999999999,30.78,23.089999999999996,7.389999999999999,WI,20210201
1193,Wisconsin,3,2021,67.24000000000001,42.93,24.349999999999994,98.02000000000001,66.02,31.739999999999995,WI,20210301
1195,Wisconsin,4,2021,115.77,70.35,47.529999999999994,213.79000000000002,136.37,79.26999999999998,WI,20210401
1197,Wisconsin,5,2021,153.35999999999999,84.35,71.25,367.15,220.72,150.51999999999998,WI,20210501
1199,Wisconsin,6,2021,170.86000000000004,91.68,81.95999999999998,538.01,312.4,232.47999999999996,WI,20210601
1201,Wisconsin,7,2021,181.48999999999995,95.43999999999998,88.96,719.5,407.84,321.43999999999994,WI,20210701
1203,Wisconsin,8,2021,195.47999999999996,103.18,95.22999999999999,914.98,511.02,416.66999999999996,WI,20210801
1204,Wisconsin,9,2021,186.05999999999997,97.86000000000001,90.24000000000001,1101.04,608.88,506.90999999999997,WI,20210901
1205,Wisconsin,10,2021,205.14000000000004,104.50000000000001,97.11999999999999,1306.18,713.38,604.03,WI,20211001
1206,Wisconsin,11,2021,194.09,93.28,85.75,1500.27,806.66,689.78,WI,20211101
1207,Wisconsin,12,2021,234.61,105.43,95.77999999999999,1734.88,912.0899999999999,785.56,WI,20211201
1190,Wisconsin,1,2022,245.82000000000005,105.25,95.23,1980.7000000000003,1017.3399999999999,880.79,WI,20220101
1192,Wisconsin,2,2022,244.39,102.97999999999995,93.36000000000001,2225.09,1120.32,974.15,WI,20220201
1194,Wisconsin,3,2022,307.85000000000014,128.65,117.12000000000006,2532.9400000000005,1248.97,1091.27,WI,20220301
1196,Wisconsin,4,2022,272.9599999999999,112.59000000000006,102.69,2805.9000000000005,1361.5600000000002,1193.96,WI,20220401
1198,Wisconsin,5,2022,280.11,113.12999999999998,103.28999999999998,3086.0100000000007,1474.69,1297.25,WI,20220501
1200,Wisconsin,6,2022,190.06,75.69,69.14000000000001,3276.0700000000006,1550.38,1366.39,WI,20220601
1202,Wisconsin,7,2022,10.68,4.22,3.85,3286.7500000000005,1554.6000000000001,1370.24,WI,20220701
1208,Wyoming,1,2021,0.5999999999999999,0.5299999999999999,0.05,0.5999999999999999,0.5299999999999999,0.05,WY,20210101
1210,Wyoming,2,2021,2.7600000000000002,1.9600000000000013,0.7500000000000001,3.3600000000000003,2.490000000000001,0.8000000000000002,WY,20210201
1212,Wyoming,3,2021,6.49,3.9699999999999993,2.480000000000001,9.850000000000001,6.460000000000001,3.280000000000001,WY,20210301
1214,Wyoming,4,2021,9.47,5.440000000000002,4.080000000000001,19.32,11.900000000000002,7.360000000000002,WY,20210401
1216,Wyoming,5,2021,11.330000000000004,6.130000000000001,5.22,30.650000000000006,18.03,12.580000000000002,WY,20210501
1218,Wyoming,6,2021,12.27,6.650000000000003,5.78,42.92,24.680000000000003,18.360000000000003,WY,20210601
1220,Wyoming,7,2021,11.789999999999997,6.3400000000000025,5.609999999999999,54.71,31.020000000000007,23.970000000000002,WY,20210701
1222,Wyoming,8,2021,14.29000000000001,7.799999999999997,6.719999999999999,69.00000000000001,38.82000000000001,30.69,WY,20210801
1223,Wyoming,9,2021,14.099999999999996,7.660000000000003,6.560000000000002,83.10000000000001,46.48000000000001,37.25,WY,20210901
1224,Wyoming,10,2021,15.850000000000009,8.33,7.17,98.95000000000002,54.81000000000001,44.42,WY,20211001
1225,Wyoming,11,2021,15.059999999999993,7.569999999999995,6.489999999999997,114.01,62.38,50.91,WY,20211101
1226,Wyoming,12,2021,17.830000000000002,8.570000000000002,7.279999999999997,131.84,70.95,58.18999999999999,WY,20211201
1209,Wyoming,1,2022,17.580000000000002,8.23,7.120000000000002,149.42000000000002,79.18,65.30999999999999,WY,20220101
1211,Wyoming,2,2022,18.090000000000003,8.3,7.25,167.51000000000002,87.48,72.55999999999999,WY,20220201
1213,Wyoming,3,2022,2.92,1.36,1.16,170.43,88.84,73.71999999999998,WY,20220301
1215,Wyoming,4,2022,0.0,0.0,0.0,170.43,88.84,73.71999999999998,WY,20220401
1217,Wyoming,5,2022,13.5,6.119999999999998,5.379999999999998,183.93,94.96000000000001,79.09999999999998,WY,20220501
1219,Wyoming,6,2022,13.659999999999997,6.119999999999998,5.399999999999999,197.59,101.08000000000001,84.49999999999997,WY,20220601
1221,Wyoming,7,2022,0.76,0.34,0.3,198.35,101.42000000000002,84.79999999999997,WY,20220701
